Time,control,height
10.967,0.5,1.738248
10.968,0.5,1.738472
10.969,0.5,1.738695
10.97,0.5,1.738918
10.971,0.5,1.739141
10.972,0.5,1.739364
10.973,0.5,1.739587
10.974,0.5,1.739809
10.975,0.5,1.740031
10.976,0.5,1.740252
10.977,0.5,1.740474
10.978,0.5,1.740695
10.979,0.5,1.740915
10.98,0.5,1.741136
10.981,0.5,1.741356
10.982,0.5,1.741576
10.983,0.5,1.741796
10.984,0.5,1.742015
10.985,0.5,1.742234
10.986,0.5,1.742453
10.987,0.5,1.742672
10.988,0.5,1.74289
10.989,0.5,1.743108
10.99,0.5,1.743326
10.991,0.5,1.743544
10.992,0.5,1.743761
10.993,0.5,1.743978
10.994,0.5,1.744195
10.995,0.5,1.744411
10.996,0.5,1.744628
10.997,0.5,1.744844
10.998,0.5,1.745059
10.999,0.5,1.745275
11,0.5,1.74549
11.001,0.5,1.745705
11.002,0.5,1.74592
11.003,0.5,1.746134
11.004,0.5,1.746348
11.005,0.5,1.746562
11.006,0.5,1.746776
11.007,0.5,1.746989
11.008,0.5,1.747202
11.009,0.5,1.747415
11.01,0.5,1.747628
11.011,0.5,1.74784
11.012,0.5,1.748052
11.013,0.5,1.748264
11.014,0.5,1.748476
11.015,0.5,1.748687
11.016,0.5,1.748898
11.017,0.5,1.749109
11.018,0.5,1.74932
11.019,0.5,1.74953
11.02,0.5,1.74974
11.021,0.5,1.74995
11.022,0.5,1.75016
11.023,0.5,1.750369
11.024,0.5,1.750578
11.025,0.5,1.750787
11.026,0.5,1.750996
11.027,0.5,1.751204
11.028,0.5,1.751412
11.029,0.5,1.75162
11.03,0.5,1.751828
11.031,0.5,1.752035
11.032,0.5,1.752242
11.033,0.5,1.752449
11.034,0.5,1.752656
11.035,0.5,1.752863
11.036,0.5,1.753069
11.037,0.5,1.753275
11.038,0.5,1.753481
11.039,0.5,1.753686
11.04,0.5,1.753891
11.041,0.5,1.754097
11.042,0.5,1.754301
11.043,0.5,1.754506
11.044,0.5,1.75471
11.045,0.5,1.754915
11.046,0.5,1.755118
11.047,0.5,1.755322
11.048,0.5,1.755526
11.049,0.5,1.755729
11.05,0.5,1.755932
11.051,0.5,1.756135
11.052,0.5,1.756337
11.053,0.5,1.75654
11.054,0.5,1.756742
11.055,0.5,1.756944
11.056,0.5,1.757145
11.057,0.5,1.757347
11.058,0.5,1.757548
11.059,0.5,1.757749
11.06,0.5,1.75795
11.061,0.5,1.758151
11.062,0.5,1.758351
11.063,0.5,1.758551
11.064,0.5,1.758751
11.065,0.5,1.758951
11.066,0.5,1.75915
11.067,0.5,1.75935
11.068,0.5,1.759549
11.069,0.5,1.759748
11.07,0.5,1.759947
11.071,0.5,1.760145
11.072,0.5,1.760343
11.073,0.5,1.760541
11.074,0.5,1.760739
11.075,0.5,1.760937
11.076,0.5,1.761134
11.077,0.5,1.761332
11.078,0.5,1.761529
11.079,0.5,1.761726
11.08,0.5,1.761922
11.081,0.5,1.762119
11.082,0.5,1.762315
11.083,0.5,1.762511
11.084,0.5,1.762707
11.085,0.5,1.762903
11.086,0.5,1.763098
11.087,0.5,1.763293
11.088,0.5,1.763488
11.089,0.5,1.763683
11.09,0.5,1.763878
11.091,0.5,1.764073
11.092,0.5,1.764267
11.093,0.5,1.764461
11.094,0.5,1.764655
11.095,0.5,1.764849
11.096,0.5,1.765042
11.097,0.5,1.765236
11.098,0.5,1.765429
11.099,0.5,1.765622
11.1,0.5,1.765815
11.101,0.5,1.766007
11.102,0.5,1.7662
11.103,0.5,1.766392
11.104,0.5,1.766584
11.105,0.5,1.766776
11.106,0.5,1.766968
11.107,0.5,1.76716
11.108,0.5,1.767351
11.109,0.5,1.767542
11.11,0.5,1.767733
11.111,0.5,1.767924
11.112,0.5,1.768115
11.113,0.5,1.768306
11.114,0.5,1.768496
11.115,0.5,1.768686
11.116,0.5,1.768876
11.117,0.5,1.769066
11.118,0.5,1.769256
11.119,0.5,1.769445
11.12,0.5,1.769635
11.121,0.5,1.769824
11.122,0.5,1.770013
11.123,0.5,1.770202
11.124,0.5,1.770391
11.125,0.5,1.770579
11.126,0.5,1.770768
11.127,0.5,1.770956
11.128,0.5,1.771144
11.129,0.5,1.771332
11.13,0.5,1.77152
11.131,0.5,1.771708
11.132,0.5,1.771895
11.133,0.5,1.772082
11.134,0.5,1.77227
11.135,0.5,1.772457
11.136,0.5,1.772644
11.137,0.5,1.77283
11.138,0.5,1.773017
11.139,0.5,1.773203
11.14,0.5,1.77339
11.141,0.5,1.773576
11.142,0.5,1.773762
11.143,0.5,1.773948
11.144,0.5,1.774134
11.145,0.5,1.774319
11.146,0.5,1.774505
11.147,0.5,1.77469
11.148,0.5,1.774875
11.149,0.5,1.77506
11.15,0.5,1.775245
11.151,0.5,1.77543
11.152,0.5,1.775615
11.153,0.5,1.775799
11.154,0.5,1.775983
11.155,0.5,1.776168
11.156,0.5,1.776352
11.157,0.5,1.776536
11.158,0.5,1.77672
11.159,0.5,1.776903
11.16,0.5,1.777087
11.161,0.5,1.777271
11.162,0.5,1.777454
11.163,0.5,1.777637
11.164,0.5,1.77782
11.165,0.5,1.778003
11.166,0.5,1.778186
11.167,0.5,1.778369
11.168,0.5,1.778552
11.169,0.5,1.778734
11.17,0.5,1.778917
11.171,0.5,1.779099
11.172,0.5,1.779281
11.173,0.5,1.779463
11.174,0.5,1.779645
11.175,0.5,1.779827
11.176,0.5,1.780009
11.177,0.5,1.78019
11.178,0.5,1.780372
11.179,0.5,1.780553
11.18,0.5,1.780735
11.181,0.5,1.780916
11.182,0.5,1.781097
11.183,0.5,1.781278
11.184,0.5,1.781459
11.185,0.5,1.78164
11.186,0.5,1.78182
11.187,0.5,1.782001
11.188,0.5,1.782182
11.189,0.5,1.782362
11.19,0.5,1.782542
11.191,0.5,1.782723
11.192,0.5,1.782903
11.193,0.5,1.783083
11.194,0.5,1.783263
11.195,0.5,1.783442
11.196,0.5,1.783622
11.197,0.5,1.783802
11.198,0.5,1.783981
11.199,0.5,1.784161
11.2,0.5,1.78434
11.201,0.5,1.78452
11.202,0.5,1.784699
11.203,0.5,1.784878
11.204,0.5,1.785057
11.205,0.5,1.785236
11.206,0.5,1.785415
11.207,0.5,1.785594
11.208,0.5,1.785773
11.209,0.5,1.785951
11.21,0.5,1.78613
11.211,0.5,1.786308
11.212,0.5,1.786487
11.213,0.5,1.786665
11.214,0.5,1.786844
11.215,0.5,1.787022
11.216,0.5,1.7872
11.217,0.5,1.787378
11.218,0.5,1.787556
11.219,0.5,1.787734
11.22,0.5,1.787912
11.221,0.5,1.78809
11.222,0.5,1.788268
11.223,0.5,1.788445
11.224,0.5,1.788623
11.225,0.5,1.7888
11.226,0.5,1.788978
11.227,0.5,1.789155
11.228,0.5,1.789333
11.229,0.5,1.78951
11.23,0.5,1.789687
11.231,0.5,1.789865
11.232,0.5,1.790042
11.233,0.5,1.790219
11.234,0.5,1.790396
11.235,0.5,1.790573
11.236,0.5,1.79075
11.237,0.5,1.790927
11.238,0.5,1.791104
11.239,0.5,1.79128
11.24,0.5,1.791457
11.241,0.5,1.791634
11.242,0.5,1.791811
11.243,0.5,1.791987
11.244,0.5,1.792164
11.245,0.5,1.79234
11.246,0.5,1.792517
11.247,0.5,1.792693
11.248,0.5,1.79287
11.249,0.5,1.793046
11.25,0.5,1.793222
11.251,0.5,1.793399
11.252,0.5,1.793575
11.253,0.5,1.793751
11.254,0.5,1.793927
11.255,0.5,1.794103
11.256,0.5,1.79428
11.257,0.5,1.794456
11.258,0.5,1.794632
11.259,0.5,1.794808
11.26,0.5,1.794984
11.261,0.5,1.79516
11.262,0.5,1.795336
11.263,0.5,1.795512
11.264,0.5,1.795687
11.265,0.5,1.795863
11.266,0.5,1.796039
11.267,0.5,1.796215
11.268,0.5,1.796391
11.269,0.5,1.796567
11.27,0.5,1.796742
11.271,0.5,1.796918
11.272,0.5,1.797094
11.273,0.5,1.797269
11.274,0.5,1.797445
11.275,0.5,1.797621
11.276,0.5,1.797797
11.277,0.5,1.797972
11.278,0.5,1.798148
11.279,0.5,1.798323
11.28,0.5,1.798499
11.281,0.5,1.798675
11.282,0.5,1.79885
11.283,0.5,1.799026
11.284,0.5,1.799201
11.285,0.5,1.799377
11.286,0.5,1.799553
11.287,0.5,1.799728
11.288,0.5,1.799904
11.289,0.5,1.800079
11.29,0.5,1.800255
11.291,0.5,1.80043
11.292,0.5,1.800606
11.293,0.5,1.800782
11.294,0.5,1.800957
11.295,0.5,1.801133
11.296,0.5,1.801308
11.297,0.5,1.801484
11.298,0.5,1.801659
11.299,0.5,1.801835
11.3,0.5,1.802011
11.301,0.5,1.802186
11.302,0.5,1.802362
11.303,0.5,1.802537
11.304,0.5,1.802713
11.305,0.5,1.802889
11.306,0.5,1.803064
11.307,0.5,1.80324
11.308,0.5,1.803416
11.309,0.5,1.803591
11.31,0.5,1.803767
11.311,0.5,1.803943
11.312,0.5,1.804119
11.313,0.5,1.804294
11.314,0.5,1.80447
11.315,0.5,1.804646
11.316,0.5,1.804822
11.317,0.5,1.804998
11.318,0.5,1.805173
11.319,0.5,1.805349
11.32,0.5,1.805525
11.321,0.5,1.805701
11.322,0.5,1.805877
11.323,0.5,1.806053
11.324,0.5,1.806229
11.325,0.5,1.806405
11.326,0.5,1.806581
11.327,0.5,1.806757
11.328,0.5,1.806933
11.329,0.5,1.80711
11.33,0.5,1.807286
11.331,0.5,1.807462
11.332,0.5,1.807638
11.333,0.5,1.807815
11.334,0.5,1.807991
11.335,0.5,1.808167
11.336,0.5,1.808344
11.337,0.5,1.80852
11.338,0.5,1.808697
11.339,0.5,1.808873
11.34,0.5,1.80905
11.341,0.5,1.809226
11.342,0.5,1.809403
11.343,0.5,1.80958
11.344,0.5,1.809756
11.345,0.5,1.809933
11.346,0.5,1.81011
11.347,0.5,1.810287
11.348,0.5,1.810464
11.349,0.5,1.810641
11.35,0.5,1.810818
11.351,0.5,1.810995
11.352,0.5,1.811172
11.353,0.5,1.811349
11.354,0.5,1.811526
11.355,0.5,1.811704
11.356,0.5,1.811881
11.357,0.5,1.812058
11.358,0.5,1.812236
11.359,0.5,1.812413
11.36,0.5,1.812591
11.361,0.5,1.812768
11.362,0.5,1.812946
11.363,0.5,1.813123
11.364,0.5,1.813301
11.365,0.5,1.813479
11.366,0.5,1.813657
11.367,0.5,1.813835
11.368,0.5,1.814013
11.369,0.5,1.814191
11.37,0.5,1.814369
11.371,0.5,1.814547
11.372,0.5,1.814725
11.373,0.5,1.814904
11.374,0.5,1.815082
11.375,0.5,1.81526
11.376,0.5,1.815439
11.377,0.5,1.815618
11.378,0.5,1.815796
11.379,0.5,1.815975
11.38,0.5,1.816154
11.381,0.5,1.816332
11.382,0.5,1.816511
11.383,0.5,1.81669
11.384,0.5,1.816869
11.385,0.5,1.817049
11.386,0.5,1.817228
11.387,0.5,1.817407
11.388,0.5,1.817586
11.389,0.5,1.817766
11.39,0.5,1.817945
11.391,0.5,1.818125
11.392,0.5,1.818305
11.393,0.5,1.818484
11.394,0.5,1.818664
11.395,0.5,1.818844
11.396,0.5,1.819024
11.397,0.5,1.819204
11.398,0.5,1.819384
11.399,0.5,1.819564
11.4,0.5,1.819745
11.401,0.5,1.819925
11.402,0.5,1.820105
11.403,0.5,1.820286
11.404,0.5,1.820467
11.405,0.5,1.820647
11.406,0.5,1.820828
11.407,0.5,1.821009
11.408,0.5,1.82119
11.409,0.5,1.821371
11.41,0.5,1.821552
11.411,0.5,1.821733
11.412,0.5,1.821915
11.413,0.5,1.822096
11.414,0.5,1.822278
11.415,0.5,1.822459
11.416,0.5,1.822641
11.417,0.5,1.822823
11.418,0.5,1.823005
11.419,0.5,1.823186
11.42,0.5,1.823369
11.421,0.5,1.823551
11.422,0.5,1.823733
11.423,0.5,1.823915
11.424,0.5,1.824098
11.425,0.5,1.82428
11.426,0.5,1.824463
11.427,0.5,1.824646
11.428,0.5,1.824828
11.429,0.5,1.825011
11.43,0.5,1.825194
11.431,0.5,1.825377
11.432,0.5,1.825561
11.433,0.5,1.825744
11.434,0.5,1.825927
11.435,0.5,1.826111
11.436,0.5,1.826295
11.437,0.5,1.826478
11.438,0.5,1.826662
11.439,0.5,1.826846
11.44,0.5,1.82703
11.441,0.5,1.827214
11.442,0.5,1.827399
11.443,0.5,1.827583
11.444,0.5,1.827767
11.445,0.5,1.827952
11.446,0.5,1.828137
11.447,0.5,1.828321
11.448,0.5,1.828506
11.449,0.5,1.828691
11.45,0.5,1.828876
11.451,0.5,1.829062
11.452,0.5,1.829247
11.453,0.5,1.829432
11.454,0.5,1.829618
11.455,0.5,1.829804
11.456,0.5,1.829989
11.457,0.5,1.830175
11.458,0.5,1.830361
11.459,0.5,1.830547
11.46,0.5,1.830734
11.461,0.5,1.83092
11.462,0.5,1.831106
11.463,0.5,1.831293
11.464,0.5,1.83148
11.465,0.5,1.831667
11.466,0.5,1.831853
11.467,0.5,1.83204
11.468,0.5,1.832228
11.469,0.5,1.832415
11.47,0.5,1.832602
11.471,0.5,1.83279
11.472,0.5,1.832977
11.473,0.5,1.833165
11.474,0.5,1.833353
11.475,0.5,1.833541
11.476,0.5,1.833729
11.477,0.5,1.833917
11.478,0.5,1.834106
11.479,0.5,1.834294
11.48,0.5,1.834483
11.481,0.5,1.834671
11.482,0.5,1.83486
11.483,0.5,1.835049
11.484,0.5,1.835238
11.485,0.5,1.835428
11.486,0.5,1.835617
11.487,0.5,1.835806
11.488,0.5,1.835996
11.489,0.5,1.836186
11.49,0.5,1.836375
11.491,0.5,1.836565
11.492,0.5,1.836755
11.493,0.5,1.836946
11.494,0.5,1.837136
11.495,0.5,1.837326
11.496,0.5,1.837517
11.497,0.5,1.837708
11.498,0.5,1.837899
11.499,0.5,1.83809
11.5,0.5,1.838281
11.501,0.5,1.838472
11.502,0.5,1.838663
11.503,0.5,1.838855
11.504,0.5,1.839046
11.505,0.5,1.839238
11.506,0.5,1.83943
11.507,0.5,1.839622
11.508,0.5,1.839814
11.509,0.5,1.840006
11.51,0.5,1.840199
11.511,0.5,1.840391
11.512,0.5,1.840584
11.513,0.5,1.840777
11.514,0.5,1.84097
11.515,0.5,1.841163
11.516,0.5,1.841356
11.517,0.5,1.841549
11.518,0.5,1.841743
11.519,0.5,1.841936
11.52,0.5,1.84213
11.521,0.5,1.842324
11.522,0.5,1.842518
11.523,0.5,1.842712
11.524,0.5,1.842906
11.525,0.5,1.843101
11.526,0.5,1.843295
11.527,0.5,1.84349
11.528,0.5,1.843685
11.529,0.5,1.84388
11.53,0.5,1.844075
11.531,0.5,1.84427
11.532,0.5,1.844465
11.533,0.5,1.844661
11.534,0.5,1.844856
11.535,0.5,1.845052
11.536,0.5,1.845248
11.537,0.5,1.845444
11.538,0.5,1.84564
11.539,0.5,1.845837
11.54,0.5,1.846033
11.541,0.5,1.84623
11.542,0.5,1.846426
11.543,0.5,1.846623
11.544,0.5,1.84682
11.545,0.5,1.847017
11.546,0.5,1.847215
11.547,0.5,1.847412
11.548,0.5,1.84761
11.549,0.5,1.847807
11.55,0.5,1.848005
11.551,0.5,1.848203
11.552,0.5,1.848401
11.553,0.5,1.8486
11.554,0.5,1.848798
11.555,0.5,1.848997
11.556,0.5,1.849195
11.557,0.5,1.849394
11.558,0.5,1.849593
11.559,0.5,1.849792
11.56,0.5,1.849991
11.561,0.5,1.850191
11.562,0.5,1.85039
11.563,0.5,1.85059
11.564,0.5,1.85079
11.565,0.5,1.85099
11.566,0.5,1.85119
11.567,0.5,1.85139
11.568,0.5,1.851591
11.569,0.5,1.851791
11.57,0.5,1.851992
11.571,0.5,1.852193
11.572,0.5,1.852394
11.573,0.5,1.852595
11.574,0.5,1.852796
11.575,0.5,1.852997
11.576,0.5,1.853199
11.577,0.5,1.8534
11.578,0.5,1.853602
11.579,0.5,1.853804
11.58,0.5,1.854006
11.581,0.5,1.854209
11.582,0.5,1.854411
11.583,0.5,1.854614
11.584,0.5,1.854816
11.585,0.5,1.855019
11.586,0.5,1.855222
11.587,0.5,1.855425
11.588,0.5,1.855628
11.589,0.5,1.855832
11.59,0.5,1.856035
11.591,0.5,1.856239
11.592,0.5,1.856443
11.593,0.5,1.856647
11.594,0.5,1.856851
11.595,0.5,1.857055
11.596,0.5,1.857259
11.597,0.5,1.857464
11.598,0.5,1.857669
11.599,0.5,1.857873
11.6,0.5,1.858078
11.601,0.5,1.858284
11.602,0.5,1.858489
11.603,0.5,1.858694
11.604,0.5,1.8589
11.605,0.5,1.859105
11.606,0.5,1.859311
11.607,0.5,1.859517
11.608,0.5,1.859723
11.609,0.5,1.85993
11.61,0.5,1.860136
11.611,0.5,1.860343
11.612,0.5,1.860549
11.613,0.5,1.860756
11.614,0.5,1.860963
11.615,0.5,1.86117
11.616,0.5,1.861377
11.617,0.5,1.861585
11.618,0.5,1.861792
11.619,0.5,1.862
11.62,0.5,1.862208
11.621,0.5,1.862416
11.622,0.5,1.862624
11.623,0.5,1.862832
11.624,0.5,1.863041
11.625,0.5,1.863249
11.626,0.5,1.863458
11.627,0.5,1.863667
11.628,0.5,1.863876
11.629,0.5,1.864085
11.63,0.5,1.864294
11.631,0.5,1.864504
11.632,0.5,1.864713
11.633,0.5,1.864923
11.634,0.5,1.865133
11.635,0.5,1.865343
11.636,0.5,1.865553
11.637,0.5,1.865763
11.638,0.5,1.865973
11.639,0.5,1.866184
11.64,0.5,1.866395
11.641,0.5,1.866605
11.642,0.5,1.866816
11.643,0.5,1.867027
11.644,0.5,1.867239
11.645,0.5,1.86745
11.646,0.5,1.867662
11.647,0.5,1.867873
11.648,0.5,1.868085
11.649,0.5,1.868297
11.65,0.5,1.868509
11.651,0.5,1.868721
11.652,0.5,1.868934
11.653,0.5,1.869146
11.654,0.5,1.869359
11.655,0.5,1.869572
11.656,0.5,1.869785
11.657,0.5,1.869998
11.658,0.5,1.870211
11.659,0.5,1.870424
11.66,0.5,1.870638
11.661,0.5,1.870851
11.662,0.5,1.871065
11.663,0.5,1.871279
11.664,0.5,1.871493
11.665,0.5,1.871707
11.666,0.5,1.871921
11.667,0.5,1.872136
11.668,0.5,1.87235
11.669,0.5,1.872565
11.67,0.5,1.87278
11.671,0.5,1.872995
11.672,0.5,1.87321
11.673,0.5,1.873425
11.674,0.5,1.873641
11.675,0.5,1.873856
11.676,0.5,1.874072
11.677,0.5,1.874288
11.678,0.5,1.874504
11.679,0.5,1.87472
11.68,0.5,1.874936
11.681,0.5,1.875152
11.682,0.5,1.875369
11.683,0.5,1.875585
11.684,0.5,1.875802
11.685,0.5,1.876019
11.686,0.5,1.876236
11.687,0.5,1.876453
11.688,0.5,1.87667
11.689,0.5,1.876888
11.69,0.5,1.877105
11.691,0.5,1.877323
11.692,0.5,1.877541
11.693,0.5,1.877759
11.694,0.5,1.877977
11.695,0.5,1.878195
11.696,0.5,1.878414
11.697,0.5,1.878632
11.698,0.5,1.878851
11.699,0.5,1.879069
11.7,0.5,1.879288
11.701,0.5,1.879507
11.702,0.5,1.879726
11.703,0.5,1.879946
11.704,0.5,1.880165
11.705,0.5,1.880384
11.706,0.5,1.880604
11.707,0.5,1.880824
11.708,0.5,1.881044
11.709,0.5,1.881264
11.71,0.5,1.881484
11.711,0.5,1.881704
11.712,0.5,1.881925
11.713,0.5,1.882145
11.714,0.5,1.882366
11.715,0.5,1.882587
11.716,0.5,1.882807
11.717,0.5,1.883028
11.718,0.5,1.88325
11.719,0.5,1.883471
11.72,0.5,1.883692
11.721,0.5,1.883914
11.722,0.5,1.884135
11.723,0.5,1.884357
11.724,0.5,1.884579
11.725,0.5,1.884801
11.726,0.5,1.885023
11.727,0.5,1.885246
11.728,0.5,1.885468
11.729,0.5,1.885691
11.73,0.5,1.885913
11.731,0.5,1.886136
11.732,0.5,1.886359
11.733,0.5,1.886582
11.734,0.5,1.886805
11.735,0.5,1.887028
11.736,0.5,1.887251
11.737,0.5,1.887475
11.738,0.5,1.887699
11.739,0.5,1.887922
11.74,0.5,1.888146
11.741,0.5,1.88837
11.742,0.5,1.888594
11.743,0.5,1.888818
11.744,0.5,1.889043
11.745,0.5,1.889267
11.746,0.5,1.889492
11.747,0.5,1.889716
11.748,0.5,1.889941
11.749,0.5,1.890166
11.75,0.5,1.890391
11.751,0.5,1.890616
11.752,0.5,1.890841
11.753,0.5,1.891067
11.754,0.5,1.891292
11.755,0.5,1.891518
11.756,0.5,1.891743
11.757,0.5,1.891969
11.758,0.5,1.892195
11.759,0.5,1.892421
11.76,0.5,1.892647
11.761,0.5,1.892873
11.762,0.5,1.8931
11.763,0.5,1.893326
11.764,0.5,1.893553
11.765,0.5,1.893779
11.766,0.5,1.894006
11.767,0.5,1.894233
11.768,0.5,1.89446
11.769,0.5,1.894687
11.77,0.5,1.894914
11.771,0.5,1.895142
11.772,0.5,1.895369
11.773,0.5,1.895597
11.774,0.5,1.895824
11.775,0.5,1.896052
11.776,0.5,1.89628
11.777,0.5,1.896508
11.778,0.5,1.896736
11.779,0.5,1.896964
11.78,0.5,1.897193
11.781,0.5,1.897421
11.782,0.5,1.897649
11.783,0.5,1.897878
11.784,0.5,1.898107
11.785,0.5,1.898335
11.786,0.5,1.898564
11.787,0.5,1.898793
11.788,0.5,1.899022
11.789,0.5,1.899252
11.79,0.5,1.899481
11.791,0.5,1.89971
11.792,0.5,1.89994
11.793,0.5,1.900169
11.794,0.5,1.900399
11.795,0.5,1.900629
11.796,0.5,1.900859
11.797,0.5,1.901089
11.798,0.5,1.901319
11.799,0.5,1.901549
11.8,0.5,1.901779
11.801,0.5,1.90201
11.802,0.5,1.90224
11.803,0.5,1.902471
11.804,0.5,1.902701
11.805,0.5,1.902932
11.806,0.5,1.903163
11.807,0.5,1.903394
11.808,0.5,1.903625
11.809,0.5,1.903856
11.81,0.5,1.904087
11.811,0.5,1.904318
11.812,0.5,1.90455
11.813,0.5,1.904781
11.814,0.5,1.905013
11.815,0.5,1.905245
11.816,0.5,1.905476
11.817,0.5,1.905708
11.818,0.5,1.90594
11.819,0.5,1.906172
11.82,0.5,1.906404
11.821,0.5,1.906636
11.822,0.5,1.906869
11.823,0.5,1.907101
11.824,0.5,1.907333
11.825,0.5,1.907566
11.826,0.5,1.907798
11.827,0.5,1.908031
11.828,0.5,1.908264
11.829,0.5,1.908497
11.83,0.5,1.90873
11.831,0.5,1.908963
11.832,0.5,1.909196
11.833,0.5,1.909429
11.834,0.5,1.909662
11.835,0.5,1.909896
11.836,0.5,1.910129
11.837,0.5,1.910363
11.838,0.5,1.910596
11.839,0.5,1.91083
11.84,0.5,1.911064
11.841,0.5,1.911297
11.842,0.5,1.911531
11.843,0.5,1.911765
11.844,0.5,1.911999
11.845,0.5,1.912233
11.846,0.5,1.912468
11.847,0.5,1.912702
11.848,0.5,1.912936
11.849,0.5,1.913171
11.85,0.5,1.913405
11.851,0.5,1.91364
11.852,0.5,1.913874
11.853,0.5,1.914109
11.854,0.5,1.914344
11.855,0.5,1.914579
11.856,0.5,1.914814
11.857,0.5,1.915049
11.858,0.5,1.915284
11.859,0.5,1.915519
11.86,0.5,1.915754
11.861,0.5,1.915989
11.862,0.5,1.916225
11.863,0.5,1.91646
11.864,0.5,1.916696
11.865,0.5,1.916931
11.866,0.5,1.917167
11.867,0.5,1.917402
11.868,0.5,1.917638
11.869,0.5,1.917874
11.87,0.5,1.91811
11.871,0.5,1.918346
11.872,0.5,1.918582
11.873,0.5,1.918818
11.874,0.5,1.919054
11.875,0.5,1.91929
11.876,0.5,1.919526
11.877,0.5,1.919763
11.878,0.5,1.919999
11.879,0.5,1.920236
11.88,0.5,1.920472
11.881,0.5,1.920709
11.882,0.5,1.920945
11.883,0.5,1.921182
11.884,0.5,1.921419
11.885,0.5,1.921655
11.886,0.5,1.921892
11.887,0.5,1.922129
11.888,0.5,1.922366
11.889,0.5,1.922603
11.89,0.5,1.92284
11.891,0.5,1.923077
11.892,0.5,1.923314
11.893,0.5,1.923552
11.894,0.5,1.923789
11.895,0.5,1.924026
11.896,0.5,1.924263
11.897,0.5,1.924501
11.898,0.5,1.924738
11.899,0.5,1.924976
11.9,0.5,1.925213
11.901,0.5,1.925451
11.902,0.5,1.925689
11.903,0.5,1.925927
11.904,0.5,1.926164
11.905,0.5,1.926402
11.906,0.5,1.92664
11.907,0.5,1.926878
11.908,0.5,1.927116
11.909,0.5,1.927354
11.91,0.5,1.927592
11.911,0.5,1.92783
11.912,0.5,1.928068
11.913,0.5,1.928306
11.914,0.5,1.928544
11.915,0.5,1.928783
11.916,0.5,1.929021
11.917,0.5,1.929259
11.918,0.5,1.929498
11.919,0.5,1.929736
11.92,0.5,1.929975
11.921,0.5,1.930213
11.922,0.5,1.930452
11.923,0.5,1.93069
11.924,0.5,1.930929
11.925,0.5,1.931168
11.926,0.5,1.931406
11.927,0.5,1.931645
11.928,0.5,1.931884
11.929,0.5,1.932123
11.93,0.5,1.932362
11.931,0.5,1.9326
11.932,0.5,1.932839
11.933,0.5,1.933078
11.934,0.5,1.933317
11.935,0.5,1.933556
11.936,0.5,1.933795
11.937,0.5,1.934034
11.938,0.5,1.934274
11.939,0.5,1.934513
11.94,0.5,1.934752
11.941,0.5,1.934991
11.942,0.5,1.93523
11.943,0.5,1.93547
11.944,0.5,1.935709
11.945,0.5,1.935948
11.946,0.5,1.936188
11.947,0.5,1.936427
11.948,0.5,1.936666
11.949,0.5,1.936906
11.95,0.5,1.937145
11.951,0.5,1.937385
11.952,0.5,1.937624
11.953,0.5,1.937864
11.954,0.5,1.938103
11.955,0.5,1.938343
11.956,0.5,1.938582
11.957,0.5,1.938822
11.958,0.5,1.939062
11.959,0.5,1.939301
11.96,0.5,1.939541
11.961,0.5,1.939781
11.962,0.5,1.940021
11.963,0.5,1.94026
11.964,0.5,1.9405
11.965,0.5,1.94074
11.966,0.5,1.94098
11.967,0.5,1.94122
11.968,0.5,1.941459
11.969,0.5,1.941699
11.97,0.5,1.941939
11.971,0.5,1.942179
11.972,0.5,1.942419
11.973,0.5,1.942659
11.974,0.5,1.942899
11.975,0.5,1.943139
11.976,0.5,1.943379
11.977,0.5,1.943619
11.978,0.5,1.943859
11.979,0.5,1.944099
11.98,0.5,1.944339
11.981,0.5,1.944579
11.982,0.5,1.944819
11.983,0.5,1.945059
11.984,0.5,1.945299
11.985,0.5,1.945539
11.986,0.5,1.945779
11.987,0.5,1.946019
11.988,0.5,1.946259
11.989,0.5,1.946499
11.99,0.5,1.946739
11.991,0.5,1.94698
11.992,0.5,1.94722
11.993,0.5,1.94746
11.994,0.5,1.9477
11.995,0.5,1.94794
11.996,0.5,1.94818
11.997,0.5,1.94842
11.998,0.5,1.948661
11.999,0.5,1.948901
12,0.5,1.949141
12.001,0.5,1.949381
12.002,0.5,1.949621
12.003,0.5,1.949861
12.004,0.5,1.950102
12.005,0.5,1.950342
12.006,0.5,1.950582
12.007,0.5,1.950822
12.008,0.5,1.951062
12.009,0.5,1.951302
12.01,0.5,1.951543
12.011,0.5,1.951783
12.012,0.5,1.952023
12.013,0.5,1.952263
12.014,0.5,1.952503
12.015,0.5,1.952743
12.016,0.5,1.952983
12.017,0.5,1.953224
12.018,0.5,1.953464
12.019,0.5,1.953704
12.02,0.5,1.953944
12.021,0.5,1.954184
12.022,0.5,1.954424
12.023,0.5,1.954664
12.024,0.5,1.954904
12.025,0.5,1.955145
12.026,0.5,1.955385
12.027,0.5,1.955625
12.028,0.5,1.955865
12.029,0.5,1.956105
12.03,0.5,1.956345
12.031,0.5,1.956585
12.032,0.5,1.956825
12.033,0.5,1.957065
12.034,0.5,1.957305
12.035,0.5,1.957545
12.036,0.5,1.957785
12.037,0.5,1.958025
12.038,0.5,1.958265
12.039,0.5,1.958505
12.04,0.5,1.958745
12.041,0.5,1.958985
12.042,0.5,1.959224
